Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,AccountId
"55934490","1","55934491","","2019-05-01 09:56:54","","40","3131","<p>I was experimenting with how <code>/</code> is interpreted when around different keywords and operators, and found that the following syntax is perfectly legal:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>// awaiting something that isn't a Promise is fine, it's just strange to do:
const foo = await /barbaz/
myFn()</code></pre>
</div>
</div>
</p>

<p>Error:</p>

<blockquote>
  <p>Uncaught ReferenceError: await is not defined</p>
</blockquote>

<p>It looks like it tries to parse the <code>await</code> as a <em>variable name</em>..? I was expecting</p>

<blockquote>
  <p>await is only valid in async function</p>
</blockquote>

<p>or maybe something like</p>

<blockquote>
  <p>Unexpected token await</p>
</blockquote>

<p>To my horror, you can even assign things to it:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>const await = 'Wait, this actually works?';
console.log(await);</code></pre>
</div>
</div>
</p>

<p>Shouldn't something so obviously wrong cause a syntax error, as it does with <code>let</code>, <code>finally</code>, <code>break</code>, etc? Why is this allowed, and what the heck is going on in the first snippet?</p>
","9515207","","","","","2019-05-01 09:56:54","Why are await and async valid variable names?","<javascript><async-await><specifications><language-design><es2017>","1","0","10","","","9515207","170251","2018-03-19 07:56:42","CertainPerformance","2020-03-15 05:06:04","","Austin, TX, USA","<p>Check out my <a href=""https://github.com/CertainPerformance/Stack-Exchange-Userscripts"" rel=""nofollow noreferrer"">userscripts</a> for useful tools and UI improvements for Stack Exchange sites.</p>
","28723","3188","24875","https://www.gravatar.com/avatar/34932d3e923ffad9a4a1423e30b1d9fc?s=128&d=identicon&r=PG&f=1","","13173718"
"54650417","1","54650418","","2019-02-12 12:44:13","","38","12776","<p><strong>Problem Statement</strong></p>

<p>In VBA, three main kinds of date time controls can be used provided certain ocxs have been registered using <a href=""https://social.msdn.microsoft.com/Forums/en-US/91cf3127-70fe-4726-8a27-31b8964430c5/registering-mscomct2ocx-in-64-bit-windows-7?forum=sbappdev"" rel=""noreferrer"">administrator rights</a>. These are VB6 controls and are not native to VBA environment. To install the <em>Montview Control</em> and <em>Datetime Picker</em>, we need to set a reference to <em>Microsoft MonthView Control 6.0 (SP4)</em> which can only be accessed by elevated registration of <em>mscomct2.ocx</em>. Similarly for <em>mscal.ocx</em> and <em>mscomctl.ocx</em>. Having said that, the <em>deprecated mscal.ocx</em> may or may not work on Windows 10. </p>

<p>Depending on your Windows and Office versions (32 bit or 64 bit), it can be really painful to register these ocxs.</p>

<p>The <em>Monthview Control</em>, <em>Datetime Picker</em> and the <em>deprecated Calendar control</em> look like below.</p>

<p><a href=""https://i.stack.imgur.com/LXHzf.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/LXHzf.png"" alt=""enter image description here""></a></p>

<p><strong>So what problem can I face if I include these in my applicaiton?</strong></p>

<p>If you include them in your project and distribute them to your friends, neighbours, clients etc the application may or may not work depending on whether they have those ocx installed.</p>

<p>And hence it is highly advisable <strong>NOT</strong> to use them in your project</p>

<p><strong>What alternative(s) do I have?</strong></p>

<p>This <a href=""https://stackoverflow.com/questions/12012206/formatting-mm-dd-yyyy-dates-in-textbox-in-vba/12013961#12013961"">calendar, using Userform and Worksheet</a>, was suggested earlier and is incredibly basic.</p>

<p>When I saw the Windows 10 calendar which popped up when I clicked on the date and time from the system tray, I could not help but wonder if we can replicate that in VBA.</p>

<p>This post is about how to create a calendar <em>widget</em> which is not dependant on any ocx or 32bit/64bit and can be freely distributed with your project.</p>

<p>This is what the calendar looks like in Windows 10:</p>

<p><a href=""https://i.stack.imgur.com/e412s.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/e412s.png"" alt=""enter image description here""></a></p>

<p>and this is how you interact with it:</p>

<p><a href=""https://i.stack.imgur.com/O4G2j.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/O4G2j.png"" alt=""enter image description here""></a></p>
","1140579","","1114","","2019-02-13 18:42:03","2020-01-27 23:08:12","How can I create a calendar input in VBA Excel?","<excel><vba>","3","3","23","","","1140579","128133","2012-01-10 10:09:45","Siddharth Rout","2020-03-14 21:03:32","http://www.siddharthrout.com/index.php/aboutme/","Mumbai, India","<p>All the code that I post is <strong>TRIED &amp; TESTED</strong>. But sometimes I am unable to do so for some reason, and usually say so if this is the case.</p>

<p>If you would like to make a donation then my paypal address is ""routsiddharth AT gmail DOT com""</p>

<p>My expertise lies in VB.Net + Excel Automation, VSTO and VBA</p>

<p><strong>Owner / Director, XPIZON</strong>, <strong><a href=""http://www.siddharthrout.com/index.php/aboutme/"" rel=""nofollow noreferrer"">Personal Website</a></strong></p>

<p><a href=""https://i.stack.imgur.com/HvYm3.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/HvYm3.png"" alt=""enter image description here""></a></p>

<hr>

<p>Please do not ask me for my email address. I do not help people on emails as it is not conducive for the learning of others. However for freelance projects, you may certainly contact me via this <a href=""http://www.siddharthrout.com/index.php/contact/"" rel=""nofollow noreferrer"">link</a></p>
","44519","5139","1608","https://i.stack.imgur.com/TbC2t.jpg?s=128&g=1","","1161105"
"58123398","1","58123882","","2019-09-26 19:18:45","","37","7208","<p>I am currently migrating a React application to TypeScript. So far, this works pretty well, but I have a problem with the return types of my <code>render</code> functions respectively my function components.</p>

<p>So far, I had always used <code>JSX.Element</code> as return type, now this doesn't work any more if a component decides to <em>not</em> render anything, i.e. return <code>null</code>, since <code>null</code> is no valid value for <code>JSX.Element</code>. This was the beginning of my journey, because now I searched the web and found that you should use <code>ReactNode</code> instead, which also includes <code>null</code> and also a few other things that can happen. This seemed to be the better bet.</p>

<p>However, now when creating a function component, TypeScript complains about the <code>ReactNode</code> type. Again, after some searching I found, that for function components you should use <code>ReactElement</code> instead. However, if I do so, the compatibility issue is gone, but now TypeScript again complains about <code>null</code> not being a valid value.</p>

<p>So, to cut a long story short, I have three questions:</p>

<ol>
<li>What is the difference between <code>JSX.Element</code>, <code>ReactNode</code> and <code>ReactElement</code>?</li>
<li>Why do the <code>render</code> methods of class components return <code>ReactNode</code>, but function components return <code>ReactElement</code>?</li>
<li>How do I solve this with respect to <code>null</code>?</li>
</ol>
","1333873","","3001761","","2019-10-06 07:53:31","2020-01-21 11:24:15","When to use JSX.Element vs ReactNode vs ReactElement?","<javascript><reactjs><typescript>","2","5","7","","","1333873","93986","2012-04-14 22:48:22","Golo Roden","2020-03-14 21:38:24","http://www.thenativeweb.io","Riegel am Kaiserstuhl, Germany","<p>founder and cto <a href=""http://www.thenativeweb.io"" rel=""nofollow noreferrer"">@thenativeweb</a>. loves javascript, node.js, lisp, apples and raspberries. favors unix and the shell. spreads knowledge. mvp. he/him.</p>
","4211","3024","2611","","","1406232"
"56916948","1","56916949","","2019-07-06 19:12:17","","35","11670","<p>In Xcode 11, I created a new app project from the Single View App template. I want this app to run in iOS 12 as well as iOS 13. But when I switch the deployment target to iOS 12, I got a lot of error messages like this one:</p>

<blockquote>
  <p>UIWindowScene is only available in iOS 13 or newer</p>
</blockquote>

<p>What should I do?</p>
","341994","","5660517","","2019-10-22 20:34:20","2020-02-19 06:36:33","Xcode 11 backward compatibility: ""UIWindowScene is only available in iOS 13 or newer""","<ios><xcode><xcode11>","2","1","8","","","341994","385754","2010-05-15 16:05:56","matt","2020-03-15 04:32:30","http://www.apeth.net/matt/default.html","","<p>Author most recently of <a href=""https://learning.oreilly.com/library/view/ios-13-programming/9781492074526/"" rel=""nofollow noreferrer"">iOS 13 Programming Fundamentals with Swift</a> and of <a href=""https://learning.oreilly.com/library/view/programming-ios-13/9781492074601/"" rel=""nofollow noreferrer"">Programming iOS 13</a>.</p>

<p>Code examples from the books available at <a href=""https://github.com/mattneub/Programming-iOS-Book-Examples"" rel=""nofollow noreferrer"">my github repository</a>.</p>

<p>A much earlier edition, <em>Programming iOS 6</em>, is available to read for free at <a href=""http://www.apeth.com/iOSBook/"" rel=""nofollow noreferrer"">http://www.apeth.com/iOSBook/</a>.</p>

<p>And the Swift language chapters of <em>iOS 10 Programming Fundamentals With Swift</em> are available at <a href=""http://www.apeth.com/swiftBook/"" rel=""nofollow noreferrer"">http://www.apeth.com/swiftBook/</a>.</p>
","50925","2318","21240","","","137658"
"57724907","1","57725063","","2019-08-30 10:19:47","","35","1013","<p>I was searching a bug in an application, which I've finally fixed but didn't understand completely. 
The behavior can be reproduced with the following simple program:</p>

<pre class=""lang-cpp prettyprint-override""><code>#include &lt;iostream&gt;
#include &lt;memory&gt;
#include &lt;functional&gt;

struct Foo
{
  virtual int operator()(void) { return 1; } 
};

struct Bar : public Foo
{
  virtual int operator()(void) override { return 2; }
};

int main()
{
    std::shared_ptr&lt;Foo&gt; p = std::make_shared&lt;Bar&gt;();
    std::cout &lt;&lt; (*p)() &lt;&lt; std::endl;

    std::function&lt;int(void)&gt; f;
    f = *p;
    std::cout &lt;&lt; f() &lt;&lt; std::endl;

    return 0;
}
</code></pre>

<p>The output of the line</p>

<blockquote>
  <pre class=""lang-cpp prettyprint-override""><code>std::cout &lt;&lt; (*p)() &lt;&lt; std::endl;
</code></pre>
</blockquote>

<p>is <code>2</code>, which is as I expected, of course.</p>

<p>But the output of the line </p>

<blockquote>
  <pre class=""lang-cpp prettyprint-override""><code>std::cout &lt;&lt; f() &lt;&lt; std::endl;
</code></pre>
</blockquote>

<p>is <code>1</code>. This was surprising me. I even was surprised that the assignment <code>f = *p</code> is allowed and doesn't cause an error.</p>

<p>I don't ask for a workaround, because I fixed it by a lambda.<br>
My question is, what is happening when I do <code>f = *p</code> and why is the output <code>1</code> rather than <code>2</code>?</p>

<p>I've reproduced the issue with gcc (MinGW) and Visual Studio 2019.<br>
Further I want to mention that the output of</p>

<pre class=""lang-cpp prettyprint-override""><code>Bar b;
std::function&lt;int(void)&gt; f1 = b;
std::cout &lt;&lt; f1() &lt;&lt; std::endl;
</code></pre>

<p>is <code>2</code>, again.</p>
","5577765","","5577765","","2019-09-09 05:48:02","2019-09-09 05:48:02","Unexpected behavior after assignment of function object to function wrapper","<c++><c++11><object-slicing>","4","2","2","","","5577765","82158","2015-11-18 17:24:21","Rabbid76","2020-03-14 22:13:46","https://dataformers.at/","Austria","<p>“Scepticism is the first step towards truth.”<br>
Denis Diderot, Pensées philosophiques</p>

<hr>

<p>""We learn more by looking for the answer to a question and not finding it than we do from learning the answer itself.""<br>
Lloyd Alexander, The Book of Three</p>
","5010","11056","378","https://i.stack.imgur.com/LoGpC.jpg?s=128&g=1","","7322082"
"59411397","1","59411477","","2019-12-19 14:07:37","","35","468","<p>This compiles correctly in C# 7.3 (Framework 4.8):</p>

<pre><code>(string, string) s = (""a"", ""b"");
(object, string) o = s;
</code></pre>

<p>I know that this is syntactic sugar for the following, which also compiles correctly:</p>

<pre><code>ValueTuple&lt;string, string&gt; s = new ValueTuple&lt;string, string&gt;(""a"", ""b"");
ValueTuple&lt;object, string&gt; o = s;
</code></pre>

<p>So, it appears that ValueTuples can be assigned <a href=""https://en.wikipedia.org/wiki/Covariance_and_contravariance_(computer_science)"" rel=""noreferrer"">covariantly</a>, <em>which is awesome</em>!</p>

<p>Unfortunately, I don't understand <em>why</em>: I was under the impression that C# <a href=""https://stackoverflow.com/a/19094386/87698"">only supported covariance on interfaces and delegates</a>. <code>ValueType</code> is neither.</p>

<p>In fact, when I try to duplicate this feature with my own code, I fail:</p>

<pre><code>struct MyValueTuple&lt;A, B&gt;
{
    public A Item1;
    public B Item2;

    public MyValueTuple(A item1, B item2)
    {
        Item1 = item1;
        Item2 = item2;
    }
}

...

MyValueTuple&lt;string, string&gt; s = new MyValueTuple&lt;string, string&gt;(""a"", ""b"");
MyValueTuple&lt;object, string&gt; o = s;
// ^ Cannot implicitly convert type 'MyValueTuple&lt;string, string&gt;' to 'MyValueTuple&lt;object, string&gt;'
</code></pre>

<p>So, why can <code>ValueTuple</code>s be assigned covariantly, but <code>MyValueTuple</code>s can't?</p>
","87698","","","","","2019-12-24 17:27:46","What makes ValueTuple covariant?","<c#><covariance><valuetuple>","1","5","1","","","87698","139908","2009-04-06 16:20:11","Heinzi","2020-03-14 12:44:07","http://www.heinzi.at","Vienna, Austria","","4807","6121","283","","","31816"
"55012174","1","55012175","","2019-03-05 21:52:33","","34","5180","<p>Title says it all - why doesn't <code>Object.keys(x)</code> in TypeScript return the type <code>Array&lt;keyof typeof x&gt;</code>? That's what <code>Object.keys</code> does, so it seems like an obvious oversight on the part of the TypeScript definition file authors to not make the return type simply be <code>keyof T</code>.</p>

<p>Should I log a bug on their GitHub repo, or just go ahead and send a PR to fix it for them?</p>
","1704166","","","","","2019-03-05 23:04:33","Why doesn't Object.keys return a keyof type in TypeScript?","<typescript>","1","1","5","","","1704166","131653","2012-09-27 17:39:36","Ryan Cavanaugh","2020-03-13 21:37:42","http://typescriptlang.org","Seattle, WA","<p>I work on <a href=""http://www.typescriptlang.org/"" rel=""nofollow"">TypeScript</a>, a typed superset of JavaScript that compiles to plain JavaScript. If you think you've found a TypeScript bug, please log an issue <a href=""http://www.github.com/Microsoft/TypeScript"" rel=""nofollow"">at our GitHub site</a>.</p>
","5995","949","326","","","1285973"
"56668186","1","56668369","","2019-06-19 12:56:03","","33","1182","<p>When compiling the following code snippet (clang x86-64 <code>-O3</code>)</p>

<pre><code>std::array&lt;int, 5&gt; test()
{
    std::array&lt;int, 5&gt; values {{0, 1, 2, 3, 4}};
    return values;
}
</code></pre>

<p><a href=""https://godbolt.org/z/iKXTAK"" rel=""noreferrer"">It produced</a> the typical assembly that I would expect</p>

<pre><code>test():                               # @test()
        mov     rax, rdi
        mov     ecx, dword ptr [rip + .L__const.test().values+16]
        mov     dword ptr [rdi + 16], ecx
        movups  xmm0, xmmword ptr [rip + .L__const.test().values]
        movups  xmmword ptr [rdi], xmm0
        ret
.L__const.test().values:
        .long   0                       # 0x0
        .long   1                       # 0x1
        .long   2                       # 0x2
        .long   3                       # 0x3
        .long   4                       # 0x4
</code></pre>

<p>However for small arrays, it seems to have figured out a trick?</p>

<pre><code>std::array&lt;int, 3&gt; test()
{
    std::array&lt;int, 3&gt; values {{0, 1, 2}};
    return values;
}
</code></pre>

<p><a href=""https://godbolt.org/z/080Sp4"" rel=""noreferrer"">This</a> was the corresponding assembly</p>

<pre><code>test():                               # @test()
        movabs  rax, 4294967296
        mov     edx, 2
        ret
</code></pre>

<p>Where did that magic number (<code>4294967296</code>) come from? Is that essentially a value that can be <code>reinterpret_cast</code> back into an array of <code>int</code> somehow?</p>
","2296458","","224132","","2019-06-20 06:25:52","2019-06-20 06:25:52","Array initialization optimization","<c++><x86-64><compiler-optimization><calling-convention><abi>","1","1","2","","","2296458","82871","2013-04-18 18:29:56","CoryKramer","2020-03-14 21:07:02","http://www.linkedin.com/in/cory-kramer-p-e-a07a6757","","<p>My background is in civil engineering with experience in modeling and simulation. I enjoy any work involved with mechanics, dynamics, and constitutive material modeling, particularly with regards to geotechnical and structural applications.</p>
","6468","2472","4662","https://i.stack.imgur.com/uKzX4.jpg?s=128&g=1","","2655697"
"55243660","1","55251229","","2019-03-19 14:43:57","","31","728","<p>This code compiles:</p>

<pre><code>#[derive(Debug, Default)]
struct Example;

impl Example {
    fn some_method(&amp;self) {}
}

fn reproduction() -&gt; Example {
    let example = Default::default();
    // example.some_method();
    example
}
</code></pre>

<p>If the commented line is added back, it will cause an error:</p>

<pre class=""lang-none prettyprint-override""><code>error[E0282]: type annotations needed
  --&gt; src/lib.rs:10:5
   |
9  |     let example = Default::default();
   |         ------- consider giving `example` a type
10 |     example.some_method();
   |     ^^^^^^^ cannot infer type
   |
   = note: type must be known at this point
</code></pre>

<p>Why does adding this method call cause type inference to fail?</p>

<p>I've seen these two questions:</p>

<ul>
<li><a href=""https://stackoverflow.com/q/37542971/155423"">How does Rust&#39;s type inference work across multiple statements?</a></li>
<li><a href=""https://stackoverflow.com/q/44737154/155423"">How does Rust infer resultant types from From::&lt;&gt;::from()?</a></li>
</ul>

<p>From them, I know that Rust uses a (<a href=""https://rust-lang.github.io/rustc-guide/type-inference.html"" rel=""noreferrer"">modified</a>) version of Hindley-Milner. The latter question has <a href=""https://stackoverflow.com/a/44739469/155423"">an answer</a> that describes Rust's type inference as a system of equations. <a href=""https://stackoverflow.com/a/44737275/155423"">Another answer</a> explicitly states that ""Type information in Rust can flow backwards"".</p>

<p>Using this knowledge applied to this situation, we have:</p>

<ol>
<li><code>example</code> is type <code>?E</code></li>
<li><code>?E</code> must have a method called <code>some_method</code></li>
<li><code>?E</code> is returned</li>
<li>The return type is <code>Example</code></li>
</ol>

<p>Working backward, it's easy for a human to see that <code>?E</code> must be <code>Example</code>. Where is the gap between what I can see and what the compiler can see?</p>
","155423","","155423","","2019-03-19 15:24:31","2019-03-31 14:20:54","Why does calling a method on a variable prevent Rust from inferring the type of the variable?","<rust><type-inference><type-systems><hindley-milner>","2","4","4","","","155423","207700","2009-08-12 21:18:55","Shepmaster","2020-03-14 23:49:30","http://jakegoulding.com","Pittsburgh, PA","<p>Cofounder of the world's first <a href=""http://integer32.com/"" rel=""nofollow noreferrer"">Rust consultancy</a> — we are available to help you and your company with any and everything related to Rust! We also produce the <a href=""https://www.manning.com/livevideo/rust-in-motion?a_aid=jgoulding&amp;a_bid=6a993c2e"" rel=""nofollow noreferrer"">Rust in Motion video series</a> for Manning.</p>

<p>We are offering an in-person Rust training session in Pittsburgh in May 2020. If you are interested, please <a href=""https://forms.gle/UWsj9qbGJFBc2poV8"" rel=""nofollow noreferrer"">let us know</a>!</p>

<p>I enjoy programming in a variety of languages, starting in C, touching on Java, moving to Ruby and most recently Rust. I also dabble in frontend frameworks like React and Redux.</p>

<p>I love helping other people one-on-one and seeing them learn.</p>

<p>To make sure that the software I write is useful and used, I am interested in interpersonal communication, as well as methodologies like Agile.</p>
","16683","6465","2892","","","879267"
"56582681","1","56584064","","2019-06-13 14:23:24","","29","1518","<p>I have a method that has to remove any element listed in a (small) <code>Set&lt;K&gt; keysToRemove</code> from some (potentially large) <code>Map&lt;K,V&gt; from</code>. But <code>removeAll()</code> doesn't do, as I need to return all keys that were actually removed, since the map might or might not contain keys that require removal. </p>

<p>Old-school code is straight forward:</p>

<pre><code>public Set&lt;K&gt; removeEntries(Map&lt;K, V&gt; from) {
    Set&lt;K&gt; fromKeys = from.keySet();
    Set&lt;K&gt; removedKeys = new HashSet&lt;&gt;();
    for (K keyToRemove : keysToRemove) {
        if (fromKeys.contains(keyToRemove)) {
            fromKeys.remove(keyToRemove);
            removedKeys.add(keyToRemove);
        }
    }
    return removedKeys;
}
</code></pre>

<p>The same, written using streams:</p>

<pre><code>Set&lt;K&gt; fromKeys = from.keySet();
return keysToRemove.stream()
        .filter(fromKeys::contains)
        .map(k -&gt; {
            fromKeys.remove(k);
            return k;
        })
        .collect(Collectors.toSet());
</code></pre>

<p>I find that a bit more concise, but I also find that lambda too clunky.</p>

<p>Any suggestions how to achieve the same result in less clumsy ways?</p>
","1531124","","8953072","","2019-07-04 17:35:50","2019-07-04 17:35:50","How to remove multiple elements from Set/Map AND knowing which ones were removed?","<java><lambda><java-stream>","6","2","2","","","1531124","118011","2012-07-17 08:23:20","GhostCat salutes Monica C.","2020-03-15 04:56:38","","Germany","<p>You probably came to this profile, wondering about the strange user name. The intention behind that is to create awareness about a very import struggle that peaked on the Stack Exchange network beginning of September 2019.</p>

<p>To learn about the background, start <a href=""https://meta.stackexchange.com/questions/333965/firing-mods-and-forced-relicensing-is-stack-exchange-still-interested-in-cooper"">here</a> or <a href=""https://meta.stackexchange.com/questions/336526/stack-overflow-is-doing-me-ongoing-harm-its-time-to-fix-it"">there</a>. And then, if you care, join the community in our struggle for a joint future!</p>

<ul>
<li>Update your username/avatar accordingly. Invite your friends on the Stack Exchange network to look into this, too.</li>
<li>Spread the word. Just posting on <a href=""https://meta.stackexchange.com"">meta</a> often goes unheard. So: turn to <a href=""https://www.facebook.com/officialstackoverflow/"" rel=""nofollow noreferrer"">Facebook</a>, <a href=""https://twitter.com/stackoverflow"" rel=""nofollow noreferrer"">Twitter</a>, your own blog, ... and let the world know what you think! (but please remember: above all, be nice. Be respectful. )</li>
</ul>

<p>.</p>

<p>.</p>

<p>.</p>

<p>.</p>

<p>.</p>

<p>.</p>

<p>.</p>

<p>.</p>

<p>Normally: </p>

<p>Mainly a contributor to <strong>stackoverflow.com</strong>. Beyond that, I participate on MSO, MSE, and various other SE communities, mostly around software/IT topics.</p>

<p>My primary goal on stackoverflow.com is to <em>help</em> other folks solving their problems. Sometimes I am very direct; so please understand that I am not rude on intention - just honest. </p>

<p>If you disagree with something I say: simply speak up; I appreciate any (constructive) feedback!</p>

<p>On stackoverflow.com, I proudly hold a few gold badges, like:</p>

<ul>
<li>java tag: Awarded Sep 23 '16</li>
<li>Illuminator: Awarded Jul 8 '17</li>
<li>Legendary: Award Sept 7 '17</li>
</ul>

<p><strong>Personal background</strong></p>

<p>I studied computer science in the late 90ies at the ""Universität of Karlsruhe""; nowadays known as <a href=""http://www.kit.edu/"" rel=""nofollow noreferrer"">KIT</a>.</p>

<p>After some years with smaller companies, I am working as software engineer at a global IT player for more than 15 years by now. </p>

<p>I started programming in Java more or less shortly after Java 1.02 became available. Java is still my main love, but there were hot affairs with C, C++, perl, python, and other, less known languages.</p>

<p>I am very much convinced that the only reasonable way to do ""enterprise java"" programming is to focus on ""clean code"" and ""tdd/unit testing"".</p>
","22875","8588","12175","https://i.stack.imgur.com/zw18i.png?s=128&g=1","","1663234"
"54596743","1","54597846","","2019-02-08 16:39:41","","29","880","<p>I am trying to call the function <code>`function`</code> to define a function in R code.</p>

<p>As we all know™️, <code>`function`</code>is a <code>.Primitive</code> that’s used <em>internally</em> by R to define functions when the user uses the conventional syntax, i.e.</p>

<pre><code>mean1 = function (x, ...) base::mean(x, ...)
</code></pre>

<p>But there’s nothing preventing me from calling that primitive directly. <em>Or so I thought</em>. I can call other primitives directly (and even redefine them; for instance, in a moment of madness <a href=""https://gist.github.com/klmr/d10623a0b4c7e1e9a6523eebee4913d1"" rel=""noreferrer"">I overrode R’s builtin <code>`for`</code></a>). So this <em>is</em> in principle possible.</p>

<p>Yet I cannot get it to work for <code>`function`</code>. Here’s what I tried:</p>

<pre><code># Works
mean2 = as.function(c(formals(mean), quote(mean(x, ...))))

# Works
mean3 = eval(call('function', formals(mean), quote(mean(x, ...))))

# Error: invalid formal argument list for ""function""
mean4 = `function`(formals(mean), quote(mean(x, ...)))
</code></pre>

<p>The fact that <code>mean3</code> in particular works indicates to me that <code>mean4</code> <em>should</em> work. But it doesn’t. Why?</p>

<p>I checked the definition of the <code>`function`</code> primitive in the R source. <a href=""https://github.com/wch/r-source/blob/780021752eb83a71e2198019acf069ba8741103b/src/main/eval.c#L1563-L1577"" rel=""noreferrer""><code>do_function</code> is defined in <code>eval.c</code></a>. And I see that it calls <a href=""https://github.com/wch/r-source/blob/780021752eb83a71e2198019acf069ba8741103b/src/main/eval.c#L2101-L2111"" rel=""noreferrer""><code>CheckFormals</code></a>, which ensures that each argument is a symbol, and this fails. But why does it check this, and what does that mean?</p>

<p>And most importantly: Is there a way of calling the <code>`function`</code> primitive directly?</p>

<hr>

<p>Just to clarify: There are trivial workarounds (this question lists two, and there’s at least a third). But I’d like to understand how this (does not) works.</p>
","1968","","","","","2019-02-08 22:01:53","How do I call the `function` function?","<r>","3","6","5","","","1968","440549","2008-08-19 15:59:21","Konrad Rudolph","2020-03-14 08:36:11","http://klmr.me","Cambridge, United Kingdom","<p>I’m a bioinformagician slash scientist <i>&amp;</i> software developer. In the past I’ve worked at the <a href=""http://www.gurdon.cam.ac.uk/"" rel=""nofollow noreferrer"">Gurdon Institute</a> of the <a href=""http://www.cam.ac.uk/"" rel=""nofollow noreferrer"">University of Cambridge</a> and at <a href=""http://www.ebi.ac.uk/"" rel=""nofollow noreferrer"">EMBL-EBI</a>.</p>

<p>Currently I work on compression software. Over the years I’ve dabbled in everything from biological research (mostly genomics and epigenetics) and statistical analysis (using R) to software development, both on the frontend (using e.g. HTML, JavaScript, WinForms, Swing) and the backend (using C++, Java, Python, Ruby, PHP, to name just a few). <a href=""https://github.com/klmr/thesis"" rel=""nofollow noreferrer"">My PhD thesis</a> was on the regulation of expression of non-coding RNA in mammals.</p>

<p><kbd>(he/him)</kbd></p>
","65146","16009","1178","","","1475"
"56508764","1","","","2019-06-08 17:42:27","","27","11755","<p>I am using Xcode 11 and building an app for iOS 13. In a new project I created in Xcode some of the UIApplicationDelegate methods were missing so I added them back into the app delegate file. The new template for a ""Single View App"" project was missing the methods. The problem is that none of the delegate methods are getting called except <code>-application:didFinishLaunchingWithOptions:</code>. Here is my app delegate:</p>

<pre><code>@implementation AppDelegate

- (BOOL)application:(UIApplication *)application didFinishLaunchingWithOptions:(NSDictionary *)launchOptions {
    NSLog(@""application:didFinishLaunchingWithOptions:"");
    return YES;
}

- (void)applicationDidEnterBackground:(UIApplication *)application {
    NSLog(@""applicationDidEnterBackground:"");
}

- (void)applicationWillEnterForeground:(UIApplication *)application {
    NSLog(@""applicationWillEnterForeground:"");
}
#pragma mark - UISceneSession lifecycle

- (UISceneConfiguration *)application:(UIApplication *)application configurationForConnectingSceneSession:(UISceneSession *)connectingSceneSession options:(UISceneConnectionOptions *)options {
    return [[UISceneConfiguration alloc] initWithName:@""Default Configuration"" sessionRole:connectingSceneSession.role];
}

- (void)application:(UIApplication *)application didDiscardSceneSessions:(NSSet&lt;UISceneSession *&gt; *)sceneSessions {
}

@end
</code></pre>
","74118","","74118","","2019-09-17 12:04:41","2019-11-29 13:25:51","App delegate methods aren't being called in iOS 13","<ios><xcode><uiapplicationdelegate><ios13><uiscenedelegate>","2","0","15","","","74118","104729","2009-03-05 07:35:12","nevan king","2020-03-13 23:58:21","http://nevan.net","","<p>Mostly questions and answers about iOS &amp; maps</p>
","4481","1242","1","https://i.stack.imgur.com/pfMm3.jpg?s=128&g=1","","27918"
